id|org|type|comment
911|google|pros|Culture has a noticeable focus on being nice to one another, get to work on exciting things
911|google|cons|Has gained a bit of bureaucracy around actually shipping software, but not too bad, and most of it is intended to prevent wild, west coding.
912|google|pros|clean environment nice work space
912|google|cons|too much work, lot of pressure
913|google|pros|You can learn a lot from internal materials if you want to. Great culture.
913|google|cons|Salary is fair. Work is not challenging enough. Experiences vary in different teams. Some teams are good while some teams are not.
914|google|pros|Well-paid, fun, everyone is friendly, work as much you want and can do, off site visits, it's Google!
914|google|cons|too many people, imposter-syndrome inducing, no symmetry is prohect complexity among interns on different teams, it's Google!
915|google|pros|great benefits, fun environment, job stability, working on amazing projects with smart people that impact the whole world
915|google|cons|"HUGE bureaucracy, with a company this big there is specialized roles and process for everything. Definitely not an ""intimate"" community and can take forever to get approvals for what seems the smallest thing."
916|google|pros|Ability to switch between multiple groups. Never gets boring.
916|google|cons|Management can sometimes get in the way of you doing things.
917|google|pros|challenging but satisfying. Peer review makes you smile at others all the time
917|google|cons|Peer review makes you think why others are smiling at you all the time.
918|google|pros|Amazing work environment to work in
918|google|cons|No cons come to mind
919|google|pros|Great benefits and good pay
919|google|cons|It is highly competitive, with many very smart engineers.
920|google|pros|they care about their employees. it's a great place to work. ca might be a better environment, though.
920|google|cons|some projects are more advanced than i'd like. however, i still love the expereience at google
921|google|pros|Nice place, cool team members
921|google|cons|Too large company, and you have to learn quickly
922|google|pros|Smartest collection of co-workers I've experienced
922|google|cons|Your experience may vary depending on team, manager etc.
923|google|pros|So much energy, very rewarding. Google is amazingly open and flexible. Work life balance can be what you want it to be on most teams. (Some teams are in more competitive sectors and require more crazy hours all the time - but very few of them).
